"mk.id" "chr" "cM"
"32518" "PZE-108025073" 8 43.2
"32573" "PZE-108027320" 8 43.3
"32574" "PZE-108027323" 8 43.3
"32666" "PZE-108029321" 8 43.4
"32664" "PZE-108029302" 8 43.4
"32665" "PZE-108029320" 8 43.4
"32589" "PZE-108027682" 8 43.4
"32526" "PZE-108025857" 8 43.4
"32530" "PZE-108026098" 8 43.4
"32525" "PZE-108025804" 8 43.4
"32645" "PZE-108028681" 8 43.5
"32594" "PZE-108027738" 8 43.6
"32638" "PZE-108028580" 8 43.6
"33227" "PZE-108040096" 8 43.6
"32596" "PZE-108027783" 8 43.6
"33136" "PZE-108038271" 8 43.6
"33208" "PZE-108039755" 8 43.6
"32641" "PZE-108028593" 8 43.6
"32595" "PZE-108027746" 8 43.6
"33203" "PZE-108039704" 8 43.7
"33197" "PZE-108039535" 8 43.7
"33196" "PZE-108039534" 8 43.7
"33201" "PZE-108039632" 8 43.7
"33219" "PZE-108039884" 8 43.7
"33204" "PZE-108039715" 8 43.7
"32537" "PZE-108026234" 8 43.7
"32949" "PZE-108035583" 8 43.8
"33011" "PZE-108036444" 8 43.8
"32996" "PZE-108036249" 8 43.8
"33202" "PZE-108039693" 8 43.8
"32979" "PZE-108036054" 8 43.8
"32947" "PZE-108035580" 8 43.8
"32951" "PZE-108035671" 8 43.8
"33037" "PZE-108036758" 8 43.8
"32993" "PZE-108036232" 8 43.8
"32987" "PZE-108036145" 8 43.8
"32998" "PZE-108036269" 8 43.8
"32950" "PZE-108035670" 8 43.8
"32957" "PZE-108035743" 8 43.8
"32990" "PZE-108036208" 8 43.8
"32988" "PZE-108036152" 8 43.8
"32980" "PZE-108036055" 8 43.8
"32971" "PZE-108035963" 8 43.8
"33194" "PZE-108039381" 8 43.8
"33008" "PZE-108036391" 8 43.8
"33209" "PZE-108039795" 8 43.8
"32960" "PZE-108035866" 8 43.8
"33020" "PZE-108036592" 8 43.8
"32948" "PZE-108035582" 8 43.8
"33144" "PZE-108038452" 8 43.8
"33021" "PZE-108036611" 8 43.8
"33004" "PZE-108036377" 8 43.8
"32962" "PZE-108035879" 8 43.8
"32961" "PZE-108035878" 8 43.8
"33016" "PZE-108036543" 8 43.8
"32553" "PZE-108026684" 8 43.8
"33000" "PZE-108036299" 8 43.8
"32975" "PZE-108036026" 8 43.8
"32643" "PZE-108028643" 8 43.8
"32970" "PZE-108035947" 8 43.8
"32959" "PZE-108035863" 8 43.8
"33143" "PZE-108038443" 8 43.8
"32999" "PZE-108036270" 8 43.8
"32969" "PZE-108035931" 8 43.8
"32964" "PZE-108035882" 8 43.8
"33015" "PZE-108036542" 8 43.8
"32991" "PZE-108036220" 8 43.8
"33010" "PZE-108036442" 8 43.8
"32981" "PZE-108036058" 8 43.8
"33013" "PZE-108036460" 8 43.8
"33035" "PZE-108036755" 8 43.8
"32966" "PZE-108035902" 8 43.8
"32989" "PZE-108036175" 8 43.8
"32982" "PZE-108036077" 8 43.8
"33031" "PZE-108036722" 8 43.8
"32963" "PZE-108035881" 8 43.8
"33017" "PZE-108036550" 8 43.8
"32944" "PZE-108035543" 8 43.8
"32590" "PZE-108027686" 8 43.8
"33033" "PZE-108036727" 8 43.8
"33009" "PZE-108036434" 8 43.8
"32952" "PZE-108035672" 8 43.8
"32785" "PZE-108032334" 8 43.9
"2367" "PZA00481.7" 8 43.9
"33036" "PZE-108036756" 8 43.9
"32747" "PZE-108031450" 8 43.9
"32738" "PZE-108031133" 8 43.9
"32760" "PZE-108031824" 8 43.9
"32517" "PZE-108025072" 8 43.9
"33199" "PZE-108039607" 8 43.9
"32753" "PZE-108031533" 8 43.9
"32737" "PZE-108031132" 8 43.9
"32865" "PZE-108033880" 8 44
"32864" "PZE-108033822" 8 44
"32863" "PZE-108033821" 8 44
"33003" "PZE-108036363" 8 44
"32943" "PZE-108035541" 8 44
"3600" "PZE0014607267" 8 44
"32542" "PZE-108026287" 8 44.1
"33029" "PZE-108036719" 8 44.1
"32843" "PZE-108033479" 8 44.1
"32845" "PZE-108033544" 8 44.1
"32741" "PZE-108031218" 8 44.1
"32840" "PZE-108033416" 8 44.1
"32847" "PZE-108033612" 8 44.1
"33050" "PZE-108037003" 8 44.1
"33060" "PZE-108037202" 8 44.1
"32868" "PZE-108034079" 8 44.1
"32841" "PZE-108033456" 8 44.1
"33170" "PZE-108038944" 8 44.1
"32849" "PZE-108033617" 8 44.1
"32852" "PZE-108033637" 8 44.1
"33352" "PZE-108042972" 8 44.1
"32842" "PZE-108033478" 8 44.1
"3718" "PZE-100003322" 8 44.1
"32851" "PZE-108033629" 8 44.1
"32848" "PZE-108033613" 8 44.1
"32853" "PZE-108033641" 8 44.1
"33014" "PZE-108036539" 8 44.1
"33158" "PZE-108038836" 8 44.2
"32740" "PZE-108031200" 8 44.2
"33159" "PZE-108038868" 8 44.2
"32714" "PZE-108030414" 8 44.2
"32532" "PZE-108026114" 8 44.2
"33130" "PZE-108038108" 8 44.2
"33206" "PZE-108039720" 8 44.2
"33211" "PZE-108039806" 8 44.2
"33216" "PZE-108039859" 8 44.2
"32557" "PZE-108026793" 8 44.2
"33156" "PZE-108038814" 8 44.2
"33146" "PZE-108038480" 8 44.2
"33140" "PZE-108038336" 8 44.3
"33360" "PZE-108043263" 8 44.3
"33157" "PZE-108038832" 8 44.3
"32721" "PZE-108030632" 8 44.3
"33138" "PZE-108038321" 8 44.3
"33205" "PZE-108039718" 8 44.3
"32748" "PZE-108031468" 8 44.3
"33141" "PZE-108038347" 8 44.3
"33214" "PZE-108039819" 8 44.3
"32827" "PZE-108033126" 8 44.4
"32829" "PZE-108033191" 8 44.4
"32837" "PZE-108033339" 8 44.4
"33300" "PZE-108042026" 8 44.4
"33278" "PZE-108041587" 8 44.4
"32825" "PZE-108033115" 8 44.4
"32819" "PZE-108032780" 8 44.4
"32929" "PZE-108035270" 8 44.4
"32743" "PZE-108031252" 8 44.4
"33284" "PZE-108041757" 8 44.4
"33307" "PZE-108042149" 8 44.4
"32529" "PZE-108026041" 8 44.4
"33281" "PZE-108041689" 8 44.4
"32752" "PZE-108031493" 8 44.4
"32831" "PZE-108033244" 8 44.4
"33310" "PZE-108042194" 8 44.4
"32832" "PZE-108033264" 8 44.5
"33374" "PZE-108043644" 8 44.5
"32838" "PZE-108033355" 8 44.5
"32826" "PZE-108033118" 8 44.5
"32563" "PZE-108026966" 8 44.5
"32550" "PZE-108026482" 8 44.5
"33375" "PZE-108043661" 8 44.5
"32824" "PZE-108033030" 8 44.5
"32834" "PZE-108033330" 8 44.6
"32823" "PZE-108032982" 8 44.6
"32790" "PZE-108032382" 8 44.6
"32814" "PZE-108032695" 8 44.6
"32535" "PZE-108026224" 8 44.6
"33213" "PZE-108039818" 8 44.6
"32836" "PZE-108033336" 8 44.6
"32791" "PZE-108032408" 8 44.6
"32821" "PZE-108032886" 8 44.6
"32729" "PZE-108030869" 8 44.6
"33270" "PZE-108041478" 8 44.6
"33272" "PZE-108041484" 8 44.6
"33303" "PZE-108042082" 8 44.6
"33271" "PZE-108041479" 8 44.6
"33254" "PZE-108041104" 8 44.6
"32828" "PZE-108033169" 8 44.6
"33273" "PZE-108041498" 8 44.6
"32754" "PZE-108031581" 8 44.6
"32744" "PZE-108031304" 8 44.6
"32538" "PZE-108026252" 8 44.6
"33290" "PZE-108041876" 8 44.6
"32543" "PZE-108026312" 8 44.6
"32813" "PZE-108032681" 8 44.6
"33230" "PZE-108040247" 8 44.6
"32758" "PZE-108031753" 8 44.6
"33232" "PZE-108040317" 8 44.7
"32968" "PZE-108035929" 8 44.7
"32619" "PZE-108028193" 8 44.7
"32784" "PZE-108032331" 8 44.7
"32540" "PZE-108026285" 8 44.7
"32544" "PZE-108026317" 8 44.7
"32967" "PZE-108035926" 8 44.7
"33354" "PZE-108043058" 8 44.7
"33369" "PZE-108043430" 8 44.7
"32945" "PZE-108035545" 8 44.7
"33233" "PZE-108040318" 8 44.7
"32620" "PZE-108028195" 8 44.8
"32586" "PZE-108027544" 8 44.8
"32621" "PZE-108028221" 8 44.8
"32775" "PZE-108032166" 8 44.8
"32774" "PZE-108032111" 8 44.8
"32697" "PZE-108030042" 8 44.9
"33137" "PZE-108038275" 8 44.9
"33132" "PZE-108038202" 8 44.9
"32862" "PZE-108033805" 8 44.9
"32882" "PZE-108034556" 8 44.9
"32725" "PZE-108030712" 8 44.9
"33343" "PZE-108042868" 8 44.9
"32874" "PZE-108034361" 8 44.9
"33022" "PZE-108036612" 8 44.9
"32903" "PZE-108034833" 8 44.9
"33027" "PZE-108036698" 8 44.9
"33162" "PZE-108038904" 8 44.9
"32877" "PZE-108034444" 8 44.9
"32876" "PZE-108034443" 8 44.9
"32674" "PZE-108029410" 8 44.9
"32880" "PZE-108034485" 8 44.9
"32799" "PZE-108032477" 8 44.9
"2331" "PZA00417.2" 8 44.9
"33169" "PZE-108038941" 8 44.9
"33288" "PZE-108041860" 8 44.9
"33164" "PZE-108038916" 8 44.9
"33026" "PZE-108036693" 8 44.9
"32900" "PZE-108034822" 8 44.9
"33293" "PZE-108041894" 8 44.9
"32859" "PZE-108033776" 8 44.9
"32888" "PZE-108034643" 8 44.9
"32895" "PZE-108034774" 8 44.9
"33030" "PZE-108036721" 8 44.9
"33163" "PZE-108038909" 8 44.9
"33166" "PZE-108038931" 8 44.9
"3177" "PZB00041.2" 8 44.9
"33326" "PZE-108042619" 8 44.9
"32896" "PZE-108034788" 8 44.9
"33328" "PZE-108042621" 8 44.9
"33327" "PZE-108042620" 8 44.9
"32861" "PZE-108033800" 8 44.9
"2332" "PZA00417.3" 8 44.9
"32887" "PZE-108034619" 8 44.9
"33306" "PZE-108042147" 8 44.9
"32878" "PZE-108034450" 8 44.9
"33028" "PZE-108036699" 8 44.9
"33286" "PZE-108041839" 8 44.9
"32881" "PZE-108034489" 8 44.9
"32897" "PZE-108034792" 8 44.9
"33165" "PZE-108038919" 8 44.9
"32875" "PZE-108034442" 8 44.9
"33292" "PZE-108041881" 8 44.9
"32854" "PZE-108033707" 8 44.9
"32879" "PZE-108034451" 8 44.9
"32898" "PZE-108034793" 8 44.9
"33032" "PZE-108036726" 8 44.9
"33324" "PZE-108042599" 8 44.9
"32602" "PZE-108027978" 8 44.9
"32902" "PZE-108034832" 8 44.9
"32893" "PZE-108034764" 8 44.9
"32889" "PZE-108034651" 8 44.9
"33023" "PZE-108036618" 8 44.9
"32693" "PZE-108029936" 8 44.9
"32885" "PZE-108034607" 8 45
"33414" "PZE-108044809" 8 45
"32679" "PZE-108029459" 8 45
"32680" "PZE-108029460" 8 45
"32692" "PZE-108029834" 8 45
"32866" "PZE-108034060" 8 45
"32677" "PZE-108029434" 8 45
"32547" "PZE-108026433" 8 45.1
"32815" "PZE-108032699" 8 45.1
"32856" "PZE-108033725" 8 45.1
"32855" "PZE-108033708" 8 45.1
"32817" "PZE-108032715" 8 45.1
"32818" "PZE-108032751" 8 45.1
"33234" "PZE-108040334" 8 45.1
"32546" "PZE-108026419" 8 45.1
"32720" "PZE-108030620" 8 45.1
"33212" "PZE-108039809" 8 45.1
"32802" "PZE-108032506" 8 45.1
"32858" "PZE-108033742" 8 45.1
"33419" "PZE-108044901" 8 45.1
"33235" "PZE-108040342" 8 45.1
"32816" "PZE-108032701" 8 45.1
"33381" "PZE-108043954" 8 45.1
"32615" "PZE-108028178" 8 45.2
"32780" "PZE-108032283" 8 45.2
"32691" "PZE-108029721" 8 45.2
"33341" "PZE-108042821" 8 45.2
"32688" "PZE-108029538" 8 45.2
"32768" "PZE-108032070" 8 45.2
"33415" "PZE-108044837" 8 45.2
"33221" "PZE-108039923" 8 45.2
"33344" "PZE-108042870" 8 45.2
"32884" "PZE-108034606" 8 45.2
"32611" "PZE-108028156" 8 45.2
"32764" "PZE-108031902" 8 45.2
"32872" "PZE-108034353" 8 45.2
"32732" "PZE-108030945" 8 45.2
"32756" "PZE-108031711" 8 45.2
"32609" "PZE-108028129" 8 45.2
"32755" "PZE-108031692" 8 45.2
"33129" "PZE-108038053" 8 45.2
"32769" "PZE-108032072" 8 45.2
"32750" "PZE-108031473" 8 45.2
"32616" "PZE-108028179" 8 45.2
"32614" "PZE-108028176" 8 45.2
"32612" "PZE-108028157" 8 45.2
"32617" "PZE-108028180" 8 45.2
"33153" "PZE-108038765" 8 45.2
"33386" "PZE-108044027" 8 45.3
"32794" "PZE-108032421" 8 45.3
"32773" "PZE-108032101" 8 45.3
"32792" "PZE-108032409" 8 45.3
"33389" "PZE-108044101" 8 45.3
"33391" "PZE-108044182" 8 45.3
"32649" "PZE-108028833" 8 45.3
"33368" "PZE-108043407" 8 45.3
"32796" "PZE-108032449" 8 45.3
"32682" "PZE-108029480" 8 45.3
"32762" "PZE-108031879" 8 45.3
"33395" "PZE-108044229" 8 45.3
"33384" "PZE-108044020" 8 45.3
"32771" "PZE-108032074" 8 45.3
"32767" "PZE-108032066" 8 45.3
"32779" "PZE-108032269" 8 45.3
"33387" "PZE-108044077" 8 45.3
"32728" "PZE-108030838" 8 45.3
"2970" "PZA03510.1" 8 45.3
"32707" "PZE-108030173" 8 45.4
"33236" "PZE-108040407" 8 45.4
"33289" "PZE-108041862" 8 45.4
"32718" "PZE-108030581" 8 45.4
"32734" "PZE-108031035" 8 45.4
"33231" "PZE-108040307" 8 45.4
"32793" "PZE-108032413" 8 45.4
"33299" "PZE-108041993" 8 45.4
"32808" "PZE-108032605" 8 45.4
"2346" "PZA00452.1" 8 45.4
"32733" "PZE-108031001" 8 45.4
"2903" "PZA03381.1" 8 45.4
"32759" "PZE-108031801" 8 45.4
"32795" "PZE-108032428" 8 45.4
"33442" "PZE-108045302" 8 45.4
"32820" "PZE-108032827" 8 45.4
"32786" "PZE-108032335" 8 45.5
"33302" "PZE-108042052" 8 45.5
"32562" "PZE-108026961" 8 45.5
"33466" "PZE-108046174" 8 45.5
"33298" "PZE-108041989" 8 45.5
"32662" "PZE-108029262" 8 45.5
"32568" "PZE-108027011" 8 45.5
"33287" "PZE-108041847" 8 45.5
"32660" "PZE-108029201" 8 45.5
"32668" "PZE-108029378" 8 45.5
"33612" "PZE-108048888" 8 45.5
"33304" "PZE-108042083" 8 45.5
"33416" "PZE-108044851" 8 45.5
"32713" "PZE-108030377" 8 45.6
"32712" "PZE-108030373" 8 45.6
"33335" "PZE-108042674" 8 45.6
"32719" "PZE-108030617" 8 45.6
"33340" "PZE-108042796" 8 45.6
"32637" "PZE-108028552" 8 45.6
"33441" "PZE-108045282" 8 45.6
"33661" "PZE-108049585" 8 45.6
"33331" "PZE-108042644" 8 45.6
"33333" "PZE-108042666" 8 45.6
"32684" "PZE-108029525" 8 45.6
"32639" "PZE-108028584" 8 45.6
"32711" "PZE-108030328" 8 45.6
"32709" "PZE-108030232" 8 45.6
"33526" "PZE-108047051" 8 45.6
"33334" "PZE-108042667" 8 45.6
"33323" "PZE-108042597" 8 45.6
"33462" "PZE-108046042" 8 45.6
"33322" "PZE-108042588" 8 45.6
"33464" "PZE-108046118" 8 45.7
"33371" "PZE-108043501" 8 45.7
"33282" "PZE-108041696" 8 45.7
"33312" "PZE-108042286" 8 45.7
"32699" "PZE-108030050" 8 45.7
"33445" "PZE-108045430" 8 45.7
"32708" "PZE-108030174" 8 45.7
"33345" "PZE-108042890" 8 45.7
"33346" "PZE-108042901" 8 45.7
"32705" "PZE-108030133" 8 45.7
"33446" "PZE-108045431" 8 45.7
"33370" "PZE-108043450" 8 45.7
"33244" "PZE-108040590" 8 45.8
"33587" "PZE-108048408" 8 45.8
"33546" "PZE-108047454" 8 45.8
"33621" "PZE-108049110" 8 45.8
"33245" "PZE-108040593" 8 45.8
"32561" "PZE-108026930" 8 45.8
"33523" "PZE-108046987" 8 45.8
"33590" "PZE-108048514" 8 45.8
"33556" "PZE-108047678" 8 45.8
"33366" "PZE-108043341" 8 45.9
"32640" "PZE-108028588" 8 45.9
"33650" "PZE-108049414" 8 45.9
"33666" "PZE-108049642" 8 45.9
"33276" "PZE-108041511" 8 45.9
"33659" "PZE-108049548" 8 45.9
"32776" "PZE-108032208" 8 45.9
"33664" "PZE-108049639" 8 45.9
"33378" "PZE-108043749" 8 45.9
"33537" "PZE-108047302" 8 45.9
"33667" "PZE-108049651" 8 45.9
"33277" "PZE-108041516" 8 45.9
"33589" "PZE-108048512" 8 45.9
"33224" "PZE-108040088" 8 46
"33280" "PZE-108041651" 8 46
"33241" "PZE-108040554" 8 46
"32564" "PZE-108026968" 8 46
"33692" "PZE-108050204" 8 46
"33690" "PZE-108050171" 8 46
"33262" "PZE-108041341" 8 46
"33377" "PZE-108043719" 8 46
"33613" "PZE-108048893" 8 46
"33223" "PZE-108040081" 8 46
"33267" "PZE-108041429" 8 46
"32663" "PZE-108029291" 8 46
"33411" "PZE-108044770" 8 46
"33614" "PZE-108048967" 8 46
"33688" "PZE-108050102" 8 46
"33691" "PZE-108050195" 8 46
"33257" "PZE-108041293" 8 46
"33671" "PZE-108049714" 8 46
"33616" "PZE-108048979" 8 46
"33239" "PZE-108040469" 8 46
"33261" "PZE-108041337" 8 46.1
"33318" "PZE-108042470" 8 46.1
"33652" "PZE-108049441" 8 46.1
"33313" "PZE-108042363" 8 46.1
"33274" "PZE-108041504" 8 46.1
"33336" "PZE-108042684" 8 46.1
"33260" "PZE-108041336" 8 46.1
"33560" "PZE-108047839" 8 46.1
"33263" "PZE-108041367" 8 46.1
"33275" "PZE-108041508" 8 46.1
"33347" "PZE-108042918" 8 46.2
"33663" "PZE-108049624" 8 46.2
"33266" "PZE-108041426" 8 46.2
"33670" "PZE-108049707" 8 46.2
"33653" "PZE-108049452" 8 46.2
"33665" "PZE-108049641" 8 46.2
"33456" "PZE-108045794" 8 46.2
"33404" "PZE-108044510" 8 46.2
"33363" "PZE-108043299" 8 46.3
"33394" "PZE-108044228" 8 46.3
"33365" "PZE-108043328" 8 46.3
"33393" "PZE-108044213" 8 46.3
"33448" "PZE-108045582" 8 46.3
"33674" "PZE-108049805" 8 46.3
"33515" "PZE-108046876" 8 46.3
"33680" "PZE-108050016" 8 46.3
"33367" "PZE-108043356" 8 46.3
"33362" "PZE-108043298" 8 46.3
"33514" "PZE-108046874" 8 46.3
"33467" "PZE-108046192" 8 46.4
"33644" "PZE-108049345" 8 46.4
"33470" "PZE-108046196" 8 46.4
"33468" "PZE-108046193" 8 46.4
"33476" "PZE-108046288" 8 46.4
"33475" "PZE-108046282" 8 46.4
"33478" "PZE-108046292" 8 46.4
"33471" "PZE-108046200" 8 46.4
"33444" "PZE-108045403" 8 46.5
"33485" "PZE-108046363" 8 46.5
"33486" "PZE-108046367" 8 46.5
"33479" "PZE-108046300" 8 46.5
"33481" "PZE-108046308" 8 46.5
"33487" "PZE-108046384" 8 46.5
"33440" "PZE-108045274" 8 46.5
"33392" "PZE-108044212" 8 46.5
"33683" "PZE-108050044" 8 46.6
"33412" "PZE-108044777" 8 46.6
"33619" "PZE-108049089" 8 46.6
"33413" "PZE-108044803" 8 46.6
"33449" "PZE-108045643" 8 46.6
"33682" "PZE-108050029" 8 46.7
"33506" "PZE-108046705" 8 46.7
"33767" "PZE-108051389" 8 46.7
"33397" "PZE-108044274" 8 46.7
"33396" "PZE-108044269" 8 46.7
"33765" "PZE-108051336" 8 46.7
"33447" "PZE-108045495" 8 46.7
"33676" "PZE-108049854" 8 46.8
"33472" "PZE-108046270" 8 46.8
"33675" "PZE-108049850" 8 46.8
"33541" "PZE-108047361" 8 46.8
"33474" "PZE-108046278" 8 46.8
"33473" "PZE-108046273" 8 46.8
"33493" "PZE-108046524" 8 46.8
"33694" "PZE-108050225" 8 46.8
"33736" "PZE-108050923" 8 46.8
"33494" "PZE-108046584" 8 46.8
"33490" "PZE-108046489" 8 46.8
"33699" "PZE-108050391" 8 46.9
"33685" "PZE-108050083" 8 46.9
"33572" "PZE-108048129" 8 46.9
"33701" "PZE-108050395" 8 46.9
"33573" "PZE-108048130" 8 46.9
"33693" "PZE-108050215" 8 46.9
"33507" "PZE-108046706" 8 47
"33505" "PZE-108046692" 8 47
"33817" "PZE-108052654" 8 47
"33578" "PZE-108048202" 8 47
"33504" "PZE-108046691" 8 47
"33698" "PZE-108050357" 8 47
"33729" "PZE-108050880" 8 47
"33770" "PZE-108051456" 8 47
"33508" "PZE-108046720" 8 47
"33509" "PZE-108046776" 8 47
"33705" "PZE-108050483" 8 47
"33579" "PZE-108048203" 8 47
"33503" "PZE-108046689" 8 47
"33771" "PZE-108051463" 8 47
"33510" "PZE-108046782" 8 47
"33511" "PZE-108046783" 8 47
"33561" "PZE-108047916" 8 47.1
"33744" "PZE-108051018" 8 47.1
"33574" "PZE-108048156" 8 47.1
"33743" "PZE-108051017" 8 47.1
"33737" "PZE-108050941" 8 47.1
"33774" "PZE-108051519" 8 47.1
"33457" "PZE-108045800" 8 47.2
"33762" "PZE-108051282" 8 47.2
"33640" "PZE-108049314" 8 47.3
"33643" "PZE-108049331" 8 47.3
"33630" "PZE-108049217" 8 47.3
"33641" "PZE-108049315" 8 47.3
"33649" "PZE-108049379" 8 47.3
"33639" "PZE-108049312" 8 47.3
"33648" "PZE-108049376" 8 47.3
"33632" "PZE-108049265" 8 47.3
"33627" "PZE-108049171" 8 47.3
"33634" "PZE-108049269" 8 47.3
"33645" "PZE-108049360" 8 47.3
"33785" "PZE-108051988" 8 47.4
"33458" "PZE-108045901" 8 47.4
"33793" "PZE-108052111" 8 47.4
"33783" "PZE-108051965" 8 47.4
"33784" "PZE-108051972" 8 47.4
"33631" "PZE-108049264" 8 47.5
"33792" "PZE-108052072" 8 47.5
"33684" "PZE-108050049" 8 47.5
"33782" "PZE-108051872" 8 47.5
"33700" "PZE-108050392" 8 47.5
"33759" "PZE-108051264" 8 47.6
"33776" "PZE-108051597" 8 47.6
"33816" "PZE-108052603" 8 47.6
"33756" "PZE-108051254" 8 47.6
"33865" "PZE-108053696" 8 47.7
"33781" "PZE-108051805" 8 47.7
"33801" "PZE-108052310" 8 47.7
"33857" "PZE-108053545" 8 47.7
"33780" "PZE-108051799" 8 47.7
"33748" "PZE-108051066" 8 47.7
"33866" "PZE-108053704" 8 47.8
"33790" "PZE-108052051" 8 47.8
"33820" "PZE-108052678" 8 47.8
"33815" "PZE-108052600" 8 47.8
"33821" "PZE-108052683" 8 47.8
"33777" "PZE-108051664" 8 48.2
"33868" "PZE-108053763" 8 48.2
"33826" "PZE-108052788" 8 48.2
"33827" "PZE-108052790" 8 48.2
"33832" "PZE-108052927" 8 48.3
"33829" "PZE-108052803" 8 48.3
"33869" "PZE-108053797" 8 48.7
"33862" "PZE-108053650" 8 48.8
"33864" "PZE-108053677" 8 49.3
"33871" "PZE-108053821" 8 49.4
"33870" "PZE-108053798" 8 49.4
"33987" "PZE-108057526" 8 49.8
"33992" "PZE-108057649" 8 50
"33994" "PZE-108057710" 8 50
"33917" "PZE-108055230" 8 50.1
"33915" "PZE-108055223" 8 50.1
"33914" "PZE-108055220" 8 50.1
"33916" "PZE-108055224" 8 50.2
"33919" "PZE-108055255" 8 50.2
"33920" "PZE-108055317" 8 50.2
"33889" "PZE-108054499" 8 50.2
"33981" "PZE-108057350" 8 50.3
"33997" "PZE-108057885" 8 50.4
"33887" "PZE-108054494" 8 50.5
"33901" "PZE-108054987" 8 50.5
"33951" "PZE-108056042" 8 50.5
"33881" "PZE-108054215" 8 50.6
"33947" "PZE-108056020" 8 50.6
"33948" "PZE-108056027" 8 50.6
"33942" "PZE-108055835" 8 50.6
"33990" "PZE-108057548" 8 50.8
"33938" "PZE-108055641" 8 50.9
"33926" "PZE-108055491" 8 50.9
"33925" "PZE-108055490" 8 50.9
"33929" "PZE-108055494" 8 50.9
"33923" "PZE-108055459" 8 50.9
"33924" "PZE-108055470" 8 50.9
"33927" "PZE-108055492" 8 50.9
"33988" "PZE-108057528" 8 51
"33955" "PZE-108056153" 8 51
"34023" "PZE-108058442" 8 51
"33940" "PZE-108055738" 8 51
"34019" "PZE-108058390" 8 51
"33959" "PZE-108056415" 8 51.1
"33958" "PZE-108056400" 8 51.1
"34015" "PZE-108058213" 8 51.1
"33960" "PZE-108056416" 8 51.1
"33957" "PZE-108056326" 8 51.2
"33956" "PZE-108056211" 8 51.2
"33961" "PZE-108056460" 8 51.2
"34012" "PZE-108058187" 8 51.3
"34011" "PZE-108058161" 8 51.3
"33980" "PZE-108057325" 8 51.5
"34013" "PZE-108058210" 8 51.6
"34005" "PZE-108058098" 8 51.7
"33969" "PZE-108056704" 8 51.7
"34029" "PZE-108058764" 8 51.7
"34017" "PZE-108058359" 8 51.9
"34002" "PZE-108057978" 8 52.2
"34059" "PZE-108059774" 8 52.2
"34060" "PZE-108059790" 8 52.3
"33973" "PZE-108056925" 8 52.3
"33971" "PZE-108056891" 8 52.4
"33982" "PZE-108057383" 8 52.4
"34014" "PZE-108058212" 8 52.7
"34010" "PZE-108058149" 8 52.7
"34071" "PZE-108060165" 8 52.7
"34035" "PZE-108059088" 8 52.8
"33993" "PZE-108057679" 8 52.8
"34079" "PZE-108060308" 8 52.8
"34022" "PZE-108058432" 8 52.9
"34084" "PZE-108060399" 8 52.9
"33984" "PZE-108057442" 8 52.9
"34062" "PZE-108059948" 8 52.9
"34001" "PZE-108057977" 8 53
"33995" "PZE-108057745" 8 53
"34095" "PZE-108060659" 8 53.1
"34003" "PZE-108058028" 8 53.1
"34025" "PZE-108058478" 8 53.2
"34046" "PZE-108059307" 8 53.3
"34085" "PZE-108060440" 8 53.3
"34042" "PZE-108059242" 8 53.4
"34106" "PZE-108060866" 8 53.4
"34103" "PZE-108060862" 8 53.4
"34104" "PZE-108060863" 8 53.4
"34037" "PZE-108059144" 8 53.5
"34114" "PZE-108061059" 8 53.5
"2968" "PZA03508.1" 8 53.5
"34112" "PZE-108060980" 8 53.6
"34118" "PZE-108061148" 8 53.6
"34028" "PZE-108058655" 8 53.7
"34020" "PZE-108058411" 8 53.7
"34024" "PZE-108058477" 8 53.7
"34026" "PZE-108058577" 8 53.8
"34032" "PZE-108058874" 8 53.8
"34033" "PZE-108058939" 8 53.8
"34034" "PZE-108059057" 8 53.9
"34052" "PZE-108059500" 8 54.1
"34030" "PZE-108058793" 8 54.1
"34129" "PZE-108061500" 8 54.2
"34051" "PZE-108059497" 8 54.4
"34153" "PZE-108062218" 8 54.5
"34154" "PZE-108062231" 8 54.5
"34048" "PZE-108059416" 8 54.7
"34121" "PZE-108061262" 8 54.7
"34127" "PZE-108061396" 8 54.8
"34119" "PZE-108061188" 8 55
"34126" "PZE-108061360" 8 55.2
"34133" "PZE-108061624" 8 55.2
"34053" "PZE-108059570" 8 55.3
"34135" "PZE-108061693" 8 55.3
"34134" "PZE-108061670" 8 55.4
"34183" "PZE-108063053" 8 55.4
"34115" "PZE-108061060" 8 55.5
"34087" "PZE-108060455" 8 55.5
"34074" "PZE-108060180" 8 55.5
"34064" "PZE-108060017" 8 55.5
"34185" "PZE-108063102" 8 55.6
"34186" "PZE-108063103" 8 55.7
"34136" "PZE-108061742" 8 55.7
"34083" "PZE-108060398" 8 55.7
"34143" "PZE-108062040" 8 55.7
"34055" "PZE-108059739" 8 55.8
"34166" "PZE-108062528" 8 55.8
"34075" "PZE-108060186" 8 55.9
"34173" "PZE-108062772" 8 55.9
"34128" "PZE-108061475" 8 56
"34088" "PZE-108060456" 8 56.1
"34180" "PZE-108062876" 8 56.2
"34159" "PZE-108062393" 8 56.4
"34176" "PZE-108062853" 8 56.4
"34158" "PZE-108062384" 8 56.4
"34161" "PZE-108062468" 8 56.5
"34163" "PZE-108062506" 8 56.5
"34164" "PZE-108062509" 8 56.5
"34105" "PZE-108060864" 8 56.6
"34191" "PZE-108063139" 8 56.7
"34122" "PZE-108061285" 8 56.7
"34192" "PZE-108063175" 8 56.7
